Date,Close
02/01/2018 16:00:00,98.59
03/01/2018 16:00:00,99.45
04/01/2018 16:00:00,99.54
05/01/2018 16:00:00,100.13
08/01/2018 16:00:00,101.61
09/01/2018 16:00:00,100.39
10/01/2018 16:00:00,99.67
11/01/2018 16:00:00,100.02
12/01/2018 16:00:00,100.87
16/01/2018 16:00:00,100.69
17/01/2018 16:00:00,102.7
18/01/2018 16:00:00,104.3
19/01/2018 16:00:00,104.59
22/01/2018 16:00:00,105.45
23/01/2018 16:00:00,105.9
24/01/2018 16:00:00,105.79
25/01/2018 16:00:00,106.6
26/01/2018 16:00:00,108.39
29/01/2018 16:00:00,109.55
30/01/2018 16:00:00,107.73
31/01/2018 16:00:00,106.6
01/02/2018 16:00:00,105.52
02/02/2018 16:00:00,104.48
05/02/2018 16:00:00,100.09
06/02/2018 16:00:00,100.9
07/02/2018 16:00:00,102.85
08/02/2018 16:00:00,100.02
09/02/2018 16:00:00,99.37
12/02/2018 16:00:00,99.55
13/02/2018 16:00:00,100.98
14/02/2018 16:00:00,101.7
15/02/2018 16:00:00,103.23
16/02/2018 16:00:00,104.78
20/02/2018 16:00:00,94.11
21/02/2018 16:00:00,91.52
22/02/2018 16:00:00,92.77
23/02/2018 16:00:00,92.89
26/02/2018 16:00:00,93.12
27/02/2018 16:00:00,91.52
28/02/2018 16:00:00,90.01
01/03/2018 16:00:00,89.08
02/03/2018 16:00:00,88.77
05/03/2018 16:00:00,89.98
06/03/2018 16:00:00,89.06
07/03/2018 16:00:00,87.74
08/03/2018 16:00:00,87.92
09/03/2018 16:00:00,88.72
12/03/2018 16:00:00,88.07
13/03/2018 16:00:00,88.3
14/03/2018 16:00:00,87.67
15/03/2018 16:00:00,87.51
16/03/2018 16:00:00,89.17
19/03/2018 16:00:00,87.45
20/03/2018 16:00:00,87.95
21/03/2018 16:00:00,88.18
22/03/2018 16:00:00,87.14
23/03/2018 16:00:00,85.42
26/03/2018 16:00:00,87.5
27/03/2018 16:00:00,86.05
28/03/2018 16:00:00,87.77
29/03/2018 16:00:00,88.97
02/04/2018 16:00:00,85.55
03/04/2018 16:00:00,86.8
04/04/2018 16:00:00,87.22
05/04/2018 16:00:00,87.81
06/04/2018 16:00:00,86.69
09/04/2018 16:00:00,86.28
10/04/2018 16:00:00,86.45
11/04/2018 16:00:00,85.91
12/04/2018 16:00:00,85.43
13/04/2018 16:00:00,86.02
16/04/2018 16:00:00,86.84
17/04/2018 16:00:00,87.9
18/04/2018 16:00:00,87.57
19/04/2018 16:00:00,87.89
20/04/2018 16:00:00,86.98
23/04/2018 16:00:00,86.1
24/04/2018 16:00:00,86.53
25/04/2018 16:00:00,87.17
26/04/2018 16:00:00,87.94
27/04/2018 16:00:00,87.29
30/04/2018 16:00:00,88.46
01/05/2018 16:00:00,87.41
02/05/2018 16:00:00,86.34
03/05/2018 16:00:00,86.23
04/05/2018 16:00:00,87.53
07/05/2018 16:00:00,85.47
08/05/2018 16:00:00,85.74
09/05/2018 16:00:00,83.06
10/05/2018 16:00:00,82.69
11/05/2018 16:00:00,83.38
14/05/2018 16:00:00,84.39
15/05/2018 16:00:00,84.52
16/05/2018 16:00:00,86.13
17/05/2018 16:00:00,84.49
18/05/2018 16:00:00,83.64
21/05/2018 16:00:00,84.51
22/05/2018 16:00:00,83.37
23/05/2018 16:00:00,83.01
24/05/2018 16:00:00,82.85
25/05/2018 16:00:00,82.46
29/05/2018 16:00:00,82.4
30/05/2018 16:00:00,84.12
31/05/2018 16:00:00,82.54
01/06/2018 16:00:00,82.99
04/06/2018 16:00:00,85.42
05/06/2018 16:00:00,84.62
06/06/2018 16:00:00,84.56
07/06/2018 16:00:00,84.95
08/06/2018 16:00:00,84.36
11/06/2018 16:00:00,84.3
12/06/2018 16:00:00,84.1
13/06/2018 16:00:00,84.09
14/06/2018 16:00:00,83.79
15/06/2018 16:00:00,83.7
18/06/2018 16:00:00,83
19/06/2018 16:00:00,83.61
20/06/2018 16:00:00,83.61
21/06/2018 16:00:00,84.21
